"","LNCaP_EV_Normoxia_rep1","LNCaP_EV_Normoxia_rep2","LNCaP_OC2_overexpress_Normoxia_rep1","LNCaP_OC2_overexpress_Normoxia_rep2","LNCaP_EV_Hypoxia_rep1","LNCaP_EV_Hypoxia_rep2","LNCaP_OC2_overexpress_Hypoxia_rep1","LNCaP_OC2_overexpress_Hypoxia_rep2","PC3_siCtrl_Normoxia_rep1","PC3_siCtrl_Normoxia_rep2","PC3_siOC2_Normoxia_siRNA1","PC3_siOC2_Normoxia_siRNA2","PC3_siCtrl_Hypoxia_rep1","PC3_siCtrl_Hypoxia_rep2","PC3_siOC2_Hypoxia_siRNA1","PC3_siOC2_Hypoxia_siRNA2"
"ADH1A",2,4,4,13,4,1,5,3,0,0,0,1,1,0,0,0
"ADH1B",6,17,18,10,4,3,4,7,0,0,0,1,0,0,0,0
"ADH1C",221,309,158,268,112,115,133,81,0,0,0,3,0,0,0,1
"ADH5",2374,2759,1227,2038,1814,1904,2286,1567,457,947,1587,1032,1105,387,319,1212
"ADH6",31,26,7,14,10,12,23,9,6,7,9,5,9,6,0,7
"ADK",1556,2129,681,1320,1059,1249,1072,773,748,2062,2473,2062,2705,889,834,2487
"ADM",11,9,6,11,51,41,67,29,39,67,344,122,2167,813,435,1155
"ADORA1",64,90,71,124,24,25,129,98,52,163,94,258,82,24,13,140
"ADORA2A",76,108,75,99,126,100,67,76,8,14,20,39,5,2,10,30
"ADORA2B",232,295,135,170,220,262,252,153,229,583,555,1078,539,205,88,750
"ADPRH",1,0,0,2,0,0,0,0,88,299,311,202,290,96,53,171
"PARP1",21861,24078,10490,15013,17610,21578,12831,9583,2894,7441,9974,6048,6532,2088,2300,5936
"PARP4",2977,3470,1698,2986,2359,2876,3203,2198,2890,7988,9183,5189,8142,2776,2117,5807
"ADRA1D",1,0,4,3,5,9,12,13,1,12,37,116,7,1,6,102
"ADRA1B",2,0,1,0,0,0,2,0,43,90,83,134,106,28,31,126
"ADRA1A",107,115,56,87,21,64,67,52,3,5,10,38,2,0,2,25
"ADRA2A",157,270,139,275,4702,5068,4407,3442,1,2,7,15,1,2,1,7
"ADRA2B",1,6,26,37,11,18,41,20,0,5,22,13,3,3,2,9
"ADRA2C",47,104,262,308,78,61,363,204,13,16,42,25,13,3,2,11
"ADRB1",40,47,19,27,28,32,16,15,5,13,19,62,18,10,6,76
"ADRB2",1070,1366,453,710,1209,1287,861,605,39,92,34,110,78,23,15,82
"GRK2",2603,4556,1636,2260,3120,3521,2608,1854,233,584,979,671,344,141,105,492
"GRK3",1266,1448,956,1273,1491,1670,1631,1248,35,133,57,201,134,45,9,177
"ADSL",2324,3128,1248,1845,1588,2014,1611,1083,794,2118,2257,2051,1584,519,444,1759
"ADSS2",2831,3073,1396,2122,2600,2909,2386,1628,713,1863,1018,1446,1684,512,269,1615
"AP2A1",2202,2802,1775,2361,2404,2904,2922,2003,624,1566,2646,2457,1633,632,566,2408
"AP2A2",3027,4459,1783,2889,2314,2729,2876,2018,161,400,605,421,382,151,157,390
"AP1B1",4572,6363,3128,4803,4608,5453,4251,3158,1327,3331,3776,2148,2943,1211,819,2287
"AP2B1",12089,13441,7129,11527,10618,12512,15231,9705,1706,4493,5153,5173,4136,1476,1459,5495
"AP1G1",7832,8601,4668,8085,7180,8426,8366,6056,1033,2878,4754,3195,3055,945,1329,3653
"AEBP1",9,10,8,4,4,0,11,7,0,1,2,4,3,2,1,7
"TLE5",4007,7436,2986,4839,5857,6402,7283,4740,877,2283,1882,2420,2082,713,377,2233
"AFG3L1P",567,699,333,408,484,562,478,370,54,179,167,192,173,57,38,165
"AFP",4,0,0,3,2,4,1,1,3,10,8,50,8,0,1,67
"AGA",1338,1685,614,975,1077,1085,1331,848,260,742,576,631,859,310,160,742
"ACAN",5,4,4,3,4,5,4,5,0,0,0,1,2,1,0,0
"AGER",131,153,123,156,137,149,212,157,45,146,158,181,114,56,36,198
"AGL",1479,1372,749,1155,1376,1822,1358,1086,155,423,233,315,523,167,81,431
"JAG1",2086,2309,1493,1846,3556,4953,2193,2012,610,1721,4879,3337,1667,508,893,3448
"AGT",34,88,46,44,63,58,108,55,2,2,19,12,3,0,1,9
"AGTR1",0,0,3,0,0,0,1,0,140,405,340,272,641,202,151,206
"AGXT",5,6,4,0,6,15,12,9,0,1,0,1,0,0,0,0
"AHCY",14873,21168,9188,12248,12797,14902,11189,7154,3297,8764,8618,9111,9053,2918,2284,10244
"AHR",545,528,311,447,571,724,682,509,1193,3564,3877,2777,3237,982,419,2991
"AHSG",6,29,5,5,28,34,30,22,0,1,0,10,0,0,0,8
"AIF1",0,2,7,10,1,0,6,3,0,0,1,1,1,0,0,0
"CRYBG1",1221,1257,560,810,762,915,662,428,302,922,486,418,504,159,115,340
"AK1",1523,2412,1329,1800,1805,2050,1896,1416,145,408,517,316,245,94,112,276
"AK2",9130,10065,4937,7479,7813,9431,7819,5042,1208,3356,4142,2207,3874,1317,874,2656
"AK4",5952,5634,2491,4583,11103,12740,10378,7158,925,2512,4837,1668,7154,2656,2670,7252
"AKT1",5602,7026,3272,4732,6311,7287,6496,4329,125,344,465,303,222,78,110,256
"AKT2",5272,7268,3186,5084,6331,6839,5366,4075,441,1297,1788,1080,931,342,405,839
"ALAD",1389,1779,1372,1893,1855,1982,1812,1280,74,303,373,125,195,66,60,98
"ALAS1",3289,3990,2718,3772,4664,5549,4298,3084,140,438,401,403,380,118,126,382
"ALB",36,24,16,25,24,32,48,25,1,1,0,1,3,0,0,1
"ALCAM",4601,5564,2019,3423,11820,12834,7987,6598,2937,8483,9154,3308,11415,3238,4188,3815
"ABCD1",1528,2329,1015,1444,1596,1836,1411,981,60,167,175,195,143,63,30,200
"ALDH1A1",1,2,3,2,3,0,6,2,23,43,39,46,18,2,5,34
"ALDH2",770,1868,877,1148,766,816,1455,1037,87,190,301,218,281,96,126,227
"ALDH3A1",8,2,4,7,2,7,10,5,6,4,1,8,5,0,0,1
"ALDH1B1",3739,4390,1988,3003,2437,2834,2216,1579,207,574,472,572,234,104,39,413
"ALDH1A3",1555,1890,1048,1254,782,947,1161,630,3612,9327,7672,6809,3548,1216,738,3372
"ALDH3B1",136,136,63,86,104,81,127,74,221,584,624,199,286,144,46,164
"ALDH3B2",1828,2795,1174,1866,1276,1538,2413,1507,0,1,2,1,2,1,0,0
"ALDH9A1",8580,9567,5201,7428,4229,5247,5508,3536,623,1814,2300,1712,1939,637,656,1787
"ALDH3A2",4518,5108,2742,4267,2817,3349,5202,3232,858,2196,569,785,2192,674,132,825
"ABCD2",3,1,4,1,1,4,0,1,8,22,30,16,16,4,3,2
"ALDOA",11948,19226,6724,10645,43016,47039,48053,31363,2465,6066,8316,4118,11322,4349,3252,9670
"ALDOB",0,3,3,3,9,6,4,2,0,1,5,2,2,1,1,8
"ALDOC",1484,4098,886,1541,4069,4482,4550,2984,59,119,279,111,599,247,94,407
"AKR1B1",8,2,0,5,4,1,6,4,5,18,48,35,18,9,65,24
"ALK",11,21,12,17,19,32,48,23,5,13,18,13,18,4,8,14
"ALOX12",63,89,74,76,65,69,77,62,16,57,65,41,25,2,4,30
"ALOX5",7,11,4,20,15,17,12,12,21,35,77,55,55,22,9,43
"ALOX5AP",0,0,0,0,0,1,0,2,219,566,917,377,783,304,188,525
"ALOX12B",42,92,98,146,68,57,167,116,5,10,24,22,10,7,2,26
"ALOX12P2",1,0,1,0,1,1,6,1,38,127,155,62,74,29,30,61
"ALOX15",4104,5348,2749,4430,3496,3828,3869,2484,0,2,3,4,6,4,4,0
"ALOX15B",60,80,44,54,16,24,49,13,1,0,0,0,0,0,0,1
"ALPL",0,4,45,52,1,3,125,56,21,37,44,126,50,26,10,130
"ALX3",90,104,40,73,122,110,103,69,7,16,20,21,12,3,1,19
"AMBP",6,9,1,6,0,2,5,0,0,0,3,0,3,0,0,2
"AMD1",42762,45373,19871,33128,119584,143500,52276,50356,819,2130,2796,2294,1683,441,1091,2297
"AMELX",0,1,6,3,8,7,9,4,4,8,4,15,5,4,3,16
"AMFR",1679,2153,1092,1604,2068,2453,2384,1584,767,1971,2449,1622,2037,743,617,1607
"AMH",82,90,25,57,51,97,105,60,2,8,18,28,9,3,4,26
"AMHR2",86,146,42,92,101,76,106,66,3,7,8,17,12,3,0,15
"AMPD1",2,1,0,6,1,4,2,0,0,3,2,9,3,0,7,9
"AMPD2",1395,2061,809,1284,2420,2924,1629,1338,341,874,2861,1212,1732,572,1346,1654
"AMPD3",7,7,4,5,42,19,85,23,346,892,1122,450,1647,661,321,772
"AMPH",3,1,0,2,1,0,2,0,69,186,311,451,97,33,146,240
"BIN1",1271,1810,756,1040,1172,1284,1082,766,273,675,934,620,467,135,297,471
"AMT",130,165,66,89,232,236,310,160,34,68,80,44,34,18,8,26
"AMY1A",5,4,2,3,8,9,6,10,1,2,3,5,3,1,2,3
"AMY1B",5,4,2,3,8,9,6,10,1,2,3,4,3,1,2,4
"AMY1C",5,4,2,3,8,9,6,10,1,2,3,4,3,1,2,3
"AMY2A",8,8,3,5,12,13,12,13,2,2,7,8,8,4,2,8
"AMY2B",50,55,25,44,85,94,80,98,14,24,40,23,46,15,6,48
"ANG",228,347,117,214,255,270,364,173,38,101,115,43,147,64,41,74
"ANGPT1",2,4,0,2,1,3,1,0,64,156,87,170,317,100,57,219
"ANGPT2",180,304,530,725,1122,1447,3691,2606,3,6,11,24,8,1,3,8
"ANK1",386,438,302,393,552,489,347,213,25,56,49,71,21,6,14,31
"ANK2",8,9,6,12,3,3,11,6,71,180,293,383,152,54,32,266
"ANK3",13587,15295,7645,11757,8616,9564,13616,9053,627,1836,1969,1627,1209,375,374,1407
"ANPEP",8,9,6,7,11,10,12,4,177,502,225,156,682,268,45,160
"SLC25A4",2183,2999,1408,1961,3023,3331,2416,1755,39,135,203,104,104,41,54,103
"SLC25A5",7723,9625,3778,6124,6534,7978,6008,4371,1201,3301,3615,2983,3382,1151,784,3053
"SLC25A6",22794,34619,16402,18824,19997,21261,21029,12460,3745,10289,10511,3933,8551,2973,2131,3330
"ANXA1",106,137,74,72,141,168,128,105,2337,6230,9420,7316,7062,2158,2748,7850
"ANXA2",35,27,20,42,44,37,59,55,9598,27300,20406,14654,34167,12385,6435,20796
"ANXA2P1",0,2,1,1,0,2,1,1,62,190,148,123,272,96,49,166
"ANXA2P2",2,1,0,2,2,2,5,3,768,2260,1751,1141,3207,1135,556,1968
"ANXA2P3",0,2,0,0,1,1,0,0,7,16,7,15,27,12,12,20
"ANXA4",2766,3322,1669,2424,1805,2036,2361,1360,34,175,143,116,87,31,25,66
"ANXA5",23126,26851,23391,30720,23486,27618,35494,23619,9444,26533,30732,20800,41675,12478,8132,27453
"ANXA6",7441,10177,7112,8667,4934,5736,8170,5134,2717,7026,11418,4188,6556,2180,3115,4004
"ANXA7",5554,7390,3511,4882,4366,4938,4630,3235,3582,10194,11801,8571,9184,3249,2275,8437
"ANXA11",2815,3797,1613,2590,2895,3443,2880,1843,2541,6438,6619,4702,5320,1880,1614,4408
"ANXA13",0,1,0,1,0,2,2,3,1,0,2,5,2,1,0,3
"AOAH",4,1,0,0,1,0,2,0,2,2,2,4,3,7,3,1
"AOC2",492,560,300,439,668,658,609,460,23,49,61,90,56,13,24,98
"AOX1",69,63,48,68,37,51,53,32,475,1274,1161,2244,2226,741,356,2540
"APAF1",323,373,165,303,459,497,708,437,186,457,552,275,1063,331,282,410
"NUDT2",1038,1663,544,802,773,804,868,503,158,407,491,313,281,73,54,246
"APOF",94,130,55,94,79,65,91,51,3,5,5,3,1,1,1,2
"APBA1",130,219,124,208,59,83,102,63,22,58,120,112,24,8,41,89
"APBA2",1087,1619,700,952,1377,1622,1733,1083,172,392,440,436,399,108,102,393
"APBB1",136,368,172,241,88,146,351,204,97,276,304,404,277,102,62,378
"APBB2",988,1307,616,896,1064,1169,2122,1545,375,1080,1492,756,1080,343,284,717
"APC",2145,2238,1259,2035,2934,3661,2388,1957,752,2077,1963,1235,2466,678,665,1378
"APEH",6589,8464,4309,5886,6757,8451,4928,4077,577,1466,1312,1903,811,302,170,1500
"APEX1",11156,14523,6707,9962,9228,10821,11601,7972,173,647,472,475,351,116,68,371
"BIRC2",1959,2152,1081,1817,3154,3201,2772,2045,994,2437,4494,2006,4404,1305,1814,2802
"BIRC3",1294,1318,681,781,595,743,432,301,171,491,439,353,638,173,128,305
"XIAP",3782,3623,2171,3349,3283,4025,3971,2938,321,959,816,1273,986,341,193,1228
"BIRC5",2967,3260,1461,2052,2461,2993,2034,1490,2299,5740,6506,2811,5918,1933,1640,2771
"APLP1",1254,2235,1081,1824,3246,3416,3927,2601,42,100,276,203,143,69,54,196
"APLP2",19664,21655,17484,24857,22207,24652,31366,20022,3397,8309,9147,8144,9302,3284,2347,7987
"APOA1",5,9,6,11,2,10,18,3,1,3,3,10,0,1,1,5
"APOC1",4,8,2,0,5,6,3,4,6,15,44,21,12,5,4,15
"APOC1P1",0,1,0,0,0,1,1,1,1,1,2,1,1,1,0,0
"APOD",751,1136,601,1030,1411,1696,1536,1033,2,0,15,90,3,1,1,105
"APOE",6,11,26,30,15,16,29,15,2,8,35,44,10,1,15,18
"APP",14258,17400,8449,12086,33810,39200,21926,18564,5904,17039,23041,36096,20622,6902,8836,39782
"APRT",2461,4120,1428,1948,1846,2229,1779,1173,401,860,1097,989,599,267,257,858
"FAS",673,782,411,616,388,418,574,361,180,419,501,172,318,106,48,115
"SHROOM2",1601,1916,829,1437,1362,1544,1503,1052,151,495,339,910,329,122,86,1298
"AQP1",30,45,17,15,29,28,13,17,5,20,81,43,19,5,7,23
"AQP3",143,174,76,168,82,108,128,72,23,77,58,240,58,29,24,152
"AQP4",29,28,5,19,22,22,24,20,4,8,3,23,5,4,2,15
"AQP6",2,2,5,6,17,11,10,7,1,3,4,1,1,1,1,2
"AQP7",18,19,22,17,12,23,15,18,0,1,0,1,0,0,0,1
"AR",19488,23120,8517,14674,17214,19865,14703,10854,121,313,186,275,200,44,25,214
"ABCC6",85,112,64,109,74,87,73,48,6,18,21,5,6,3,2,13
"ARAF",1513,2241,833,1440,1359,1736,1457,1020,389,1031,1268,893,755,288,201,704
"ARCN1",13242,15616,8950,14326,11016,12696,13816,10259,856,2427,2652,1876,2440,854,810,2015
"TRIM23",889,857,531,942,980,1082,996,806,54,152,263,203,195,53,47,202
"AREG",10,24,14,10,5,3,13,11,8,36,45,42,16,7,12,46
"ARF1",13955,18926,9119,13026,11559,13264,13882,8885,4309,10995,18351,9823,9542,3592,4333,8961
"ARF3",11521,13561,7477,10451,9481,11282,9878,6648,1867,4824,9018,5804,3990,1506,1995,6148
"ARF4",8059,9862,5270,8962,6416,7397,7773,5401,1744,4621,12840,5241,4605,1596,3584,5854
"ARL4D",43,70,49,96,43,63,152,104,1,7,4,4,2,3,1,1
"ARF5",2704,4782,1946,2594,3207,3736,3922,2497,428,1142,1412,1054,842,335,251,945
"ARF6",9504,10940,6216,8114,8926,9960,8838,5907,1538,4262,5332,3053,4728,1504,1401,3134
"ARG1",125,84,40,81,21,25,45,15,2,6,2,0,2,0,0,1
"ARG2",4055,6258,1623,2131,1754,2175,1399,986,376,1010,1754,726,1660,495,872,933
"RHOA",10002,12830,7759,12036,11239,12779,14601,9776,2162,5635,8391,4851,6664,2340,2366,5651
"RHOB",4287,5596,3821,6137,5385,6250,12067,8230,252,644,1164,1592,489,216,138,1655
"RHOC",2808,4870,2258,3089,3171,3728,3527,2416,1626,3717,3110,2437,3268,1258,602,2127
"RND3",1,7,3,11,5,1,6,1,622,1840,3218,1221,1506,495,799,1103
"RHOG",242,348,173,274,236,284,267,182,140,315,397,276,252,102,80,242
"ARHGAP1",1863,2653,1259,1981,1310,1550,1771,1130,172,438,715,256,296,105,83,259
"ARHGAP4",92,130,89,127,162,194,270,160,5,3,8,13,2,0,3,14
"ARHGAP5",4613,4446,2377,3964,6394,7245,6027,4642,2098,5912,6757,4389,8009,2460,2500,5272
"ARHGAP6",3360,3543,1392,2367,9590,10244,5416,4178,369,1036,407,1840,1047,355,163,2007
"ARHGDIA",3860,6370,2557,3778,3491,4195,4235,2870,598,1527,1560,1816,1165,455,223,1663
"ARHGDIB",9,7,10,15,8,4,4,5,88,225,271,251,179,68,51,267
"ARHGDIG",23,70,26,49,35,47,95,50,3,15,26,65,9,5,1,37
"RHOH",34,26,20,35,7,11,12,14,2,0,23,3,5,5,18,2
"ARL1",10953,11948,6494,9655,9854,11135,9150,6729,470,1436,7699,2808,1401,489,1670,3096
"PHOX2A",1,7,1,3,5,1,7,3,1,1,1,1,3,0,0,3
"ARL2",1063,1725,594,894,819,943,805,531,585,1267,2392,1062,810,335,442,787
"ARL3",3328,4074,3344,4677,4327,4683,6165,4070,198,594,605,818,679,234,154,912
"ARNT",3038,3653,1895,2622,3832,4244,4075,2732,189,574,534,325,505,168,126,348
"BMAL1",480,528,315,429,918,965,816,685,208,548,876,346,1138,375,572,483
"ARR3",6,16,8,13,1,6,9,5,3,4,3,4,3,0,0,1
"ARRB1",1393,1887,1061,1421,2036,2554,1434,1198,242,613,799,462,600,143,387,400
"ARRB2",1629,2202,1116,1782,1550,1713,2110,1260,170,481,461,550,359,151,76,521
"ARSA",325,551,214,345,654,767,696,525,73,144,176,104,155,55,31,125
"ARSB",554,698,364,567,509,662,481,395,521,1310,1334,1054,1434,473,366,1029
"STS",1029,1151,663,1004,915,1217,812,612,251,778,869,1475,1986,523,515,1876
"ARSD",1484,1995,826,1363,1360,1539,2030,1221,149,390,397,85,340,119,47,65
"ARSL",0,0,0,0,0,0,0,1,15,39,41,28,24,14,2,15
"ARVCF",488,1003,300,393,604,722,812,560,55,108,204,182,72,26,26,129
"ASAH1",7969,9099,5321,8575,11115,12942,10830,8186,964,2715,2258,1976,2458,821,428,1960
"ASCL1",0,0,0,2,2,0,2,3,0,3,1,5,3,0,1,13
"ASCL2",5,7,6,15,24,38,44,18,0,0,7,6,1,0,0,0
"ASGR1",11,15,35,33,21,13,41,30,2,11,11,12,6,4,5,17
"ASIP",11,19,6,19,14,17,16,10,5,11,3,8,7,5,1,2
"ASL",740,846,627,698,809,1032,837,638,76,137,422,165,173,63,61,122
"ASMT",439,518,430,489,508,547,686,411,8,25,67,31,34,9,16,19
"GET3",3122,3653,1986,3110,2641,3102,2952,1943,1252,3468,3124,4402,2178,770,496,3803
"ASNS",3392,6525,1475,2405,1640,1788,2730,1614,81,253,1001,426,137,50,168,306
"ASPA",8,12,10,20,9,5,4,6,0,0,4,0,0,0,0,0
"ASPH",9724,9097,3469,5079,7318,7543,7958,4712,3561,10416,9822,11363,13771,4457,3709,14981
"ASS1",3473,5354,2369,3538,3930,4139,4222,2535,103,322,834,260,181,57,139,235
"ASTN1",15,42,10,13,10,18,50,15,1,0,2,2,0,0,0,7
"SERPINC1",9,2,1,4,6,1,11,11,0,0,3,0,0,1,0,3
"ZFHX3",4575,5336,2778,4711,6828,8036,7925,6255,346,1108,651,452,1209,389,164,458
"ATF1",1565,1789,1031,1458,1795,1937,1553,1175,250,631,349,537,654,237,121,574
"ATF3",3555,4237,4481,5109,2532,2885,5362,2867,40,104,252,180,67,17,38,145
"ATF4",16958,28675,7915,12598,11817,13500,15097,9241,1178,3176,7959,2227,3772,1140,2602,2228
"ATIC",8183,10384,4018,6212,6384,7773,5421,3991,529,1405,1671,1280,900,323,149,1257
"ATM",1905,1934,1076,1865,1514,1797,2417,1801,698,1861,2283,1479,2013,669,624,1787
"RERE",2196,2833,1877,2823,4913,5273,4726,4037,287,831,1023,659,738,219,282,580
"ATOX1",1102,1924,705,1116,944,1140,853,576,175,409,546,562,269,119,109,571
"ATP1A1",16905,19830,10562,16307,37041,45871,31634,24119,6401,17752,10772,15439,19521,6063,5018,16598
"ATP1A2",7,5,25,35,30,22,147,81,9,23,41,1,30,17,5,2
"ATP1A3",15,36,20,53,32,28,54,39,21,67,37,179,133,49,29,386
"ATP12A",25,28,28,46,6,5,41,19,1,4,13,22,4,2,1,13
"ATP1B1",2536,4600,1318,1843,7952,8746,5225,3926,825,2344,1444,2495,7203,1870,4321,3887
"ATP1B2",2,2,46,75,2,0,135,87,1,9,11,38,7,2,11,54
"ATP1B3",4316,4755,2057,3555,5995,8101,3299,3257,327,872,618,611,1083,298,437,683
"ATP2A1",152,220,109,166,116,151,211,97,14,31,50,16,24,5,14,31
"ATP2A2",14145,17287,9069,13861,13629,15426,14194,11144,1303,3483,4488,5568,5849,2169,1797,7887
"ATP2A3",3,3,3,17,11,3,29,18,17,55,189,106,51,18,16,89
"ATP2B1",4417,4752,2475,3499,3361,3862,3904,2988,1010,2822,3613,1745,3161,963,1243,2418
"ATP2B2",2,5,27,25,2,4,39,28,20,43,10,54,36,5,4,23
"ATP2B3",3,3,4,2,2,1,12,6,0,0,1,0,0,0,0,0
"ATP2B4",4131,4167,2402,3818,5413,6112,6259,4135,1732,4824,3436,2029,7023,2548,986,2573
"ATP4A",4,5,9,6,23,36,32,29,0,0,0,4,0,0,0,1
"ATP5F1A",17546,24886,9788,15053,14739,17384,13000,9713,1590,4131,3181,4141,4210,1308,1072,4531
"ALDH7A1",0,0,2,0,1,0,1,0,515,1299,1388,1054,1199,406,249,1110
"ATP5F1B",31059,43745,18969,32257,26691,30104,27200,19610,3767,9669,9999,7703,8891,3047,2500,8352
"ATP5F1C",12933,14332,8579,12104,10400,12079,10818,7813,1608,4517,2032,3682,4683,1529,327,4344
"ATP5F1D",2227,3500,1241,1572,1652,2220,1535,1068,281,629,675,532,464,159,125,484
"ATP5F1E",4757,6422,3089,5513,4134,4558,4470,3172,172,469,482,469,458,151,117,507
"ATP5PB",11652,12990,6309,10101,7918,9601,9013,6396,2271,6020,7101,5534,6023,2013,1670,6006
"ATP5MC1",2222,3770,1166,1881,1021,1086,999,668,630,1627,1934,1275,830,362,296,1037
"ATP5MC2",3170,6573,1709,2926,2359,2531,2900,1698,1125,2566,2123,2030,1696,728,450,1699
"ATP5MC3",4281,5865,2217,3677,3371,3699,3250,2230,1279,3149,3546,2158,2687,936,922,2079
"ATP5ME",3642,5672,2267,3314,2533,3002,3070,1915,416,1162,1403,1034,976,340,215,888
"ATP5PF",9039,10695,6343,8669,8375,9607,8187,5484,1312,3335,3789,3342,3303,1103,787,3612
"ATP6V1A",5063,5758,3174,4889,5117,6419,4898,3663,881,2340,3997,3481,2332,675,1213,3473
"ATP6V1B1",9,10,7,8,2,5,11,10,2,18,13,6,0,1,0,6
"ATP6V1B2",3956,4616,2515,3264,2857,3813,3551,2342,1074,2625,5784,4391,2555,891,1250,4652
"ATP6V0C",6701,9341,5859,8705,6089,6926,7195,5025,174,495,750,646,542,156,207,759
"ATP6V1C1",2111,2067,1300,1970,1973,2287,2240,1589,1465,3881,8880,6072,4175,1335,2516,6595
"ATP6V1E1",2610,3441,1641,2566,2112,2446,2739,1826,595,1523,2840,1620,1370,505,546,1437
"ATP6V0B",1915,3234,1240,1902,2176,2328,2134,1479,415,1003,1735,1285,727,231,329,966
"ATP6V1G2",121,159,120,180,111,104,190,106,7,15,20,19,11,7,0,18
"ATP6V0A1",2512,3203,2065,2990,2444,2881,3055,2224,4,9,32,6,2,5,5,5
"ATP6AP1",2517,3303,1551,2835,2743,3206,2909,2052,424,1099,1418,1252,991,357,289,1177
"ATP7A",1380,1457,890,1356,1485,1616,2404,1663,51,146,117,80,130,48,41,98
"ATP5PO",2819,4313,1483,2472,3024,3542,3171,2198,797,1958,2192,2057,2579,895,783,2122
"ATP7B",339,459,224,350,455,521,552,451,54,128,131,112,128,39,39,111
"ATR",2378,2687,1545,2243,1669,2148,1665,1367,482,1314,853,1024,1005,331,76,859
"ATRX",9928,10308,6720,9583,15713,17282,13982,11409,193,628,693,507,754,164,264,581
"KIF1A",4434,6241,3062,4570,7371,8465,6638,5056,36,104,362,468,146,31,131,514
"AUH",3253,3763,2011,2511,1880,2263,2287,1450,121,408,536,230,452,140,193,259
"AUP1",2912,3928,1569,2536,2220,2575,2051,1547,1191,3044,3217,3751,2033,690,453,2885
"AVPR1B",0,0,1,1,0,0,1,0,13,24,23,15,9,5,3,14
"AVPR2",0,0,2,2,2,1,2,2,0,0,1,3,0,1,0,2
"AXL",4,13,15,8,8,6,12,5,2187,5858,3386,4375,5120,2138,976,4354
"AZGP1",4426,4955,3774,5081,5835,7394,7838,4850,1,0,3,0,0,0,0,0
"B2M",23850,25749,15691,25887,20612,25591,23640,16629,4799,13156,20051,14013,16444,5137,5366,17541
"BAAT",7,8,5,1,9,9,11,2,6,13,14,23,12,2,10,21
"BACH1",842,790,356,579,1212,1421,1279,807,407,1088,1419,2626,1979,659,890,5086
"BAD",484,1090,354,506,574,624,650,397,155,299,588,374,270,94,131,312
"BAG1",1025,1259,628,872,1397,1670,1374,1074,70,214,326,311,223,69,129,332
"ADGRB1",28,25,99,110,29,32,296,146,40,128,128,212,125,57,14,220
"ADGRB2",81,138,265,331,164,163,462,313,166,389,430,601,283,93,113,541
"BAK1",544,794,338,554,563,705,562,437,203,525,578,741,434,153,110,528
"NKX3-2",31,57,56,69,32,56,76,41,1,10,21,6,3,2,3,9
"BARD1",3153,3361,1551,2180,1660,1865,2350,1472,338,842,892,611,840,304,161,709
"BAX",984,1750,1012,1176,1468,1542,1586,1150,231,564,947,516,420,146,178,459
"BBS1",1180,1509,815,1280,1162,1250,1758,1105,104,268,224,254,173,73,23,242
"BBS2",2314,2943,1299,1850,2666,2761,2370,1642,275,727,1149,693,807,255,299,724
"BBS4",1503,1675,777,1385,1827,2106,1832,1178,68,146,170,121,94,21,24,103
"BCAT1",93,94,36,76,57,34,51,17,927,2604,4241,2105,2442,710,841,2741
"BCAT2",770,1358,456,723,546,558,635,382,202,549,690,527,339,151,120,452
"BCHE",2876,3205,1274,2195,2136,2133,2582,1716,107,231,253,367,246,79,29,447
"BCKDHA",869,1232,556,775,1535,1535,1599,953,96,202,277,225,283,116,59,274
"BCKDHB",1407,1504,686,1180,1300,1461,1286,913,64,206,237,164,180,79,40,172
"CCND1",13056,16176,11656,15940,23121,24228,27981,18661,3452,9253,9268,5659,8096,2585,1967,5720
"BCL2",172,238,116,161,99,121,239,108,100,279,231,423,147,50,34,328
"BCL2L1",2812,4319,1928,3405,4913,5457,4577,3443,1182,3281,3431,2831,3590,1360,1089,3808
"BCL2L2",2765,3609,1810,2397,2610,2885,2504,1764,147,413,706,406,402,140,120,418
"BCL3",252,359,156,246,1639,1663,473,469,98,279,406,180,183,83,47,131
"BCL6",2313,3435,1559,2494,5871,5939,6167,4380,216,614,507,586,910,269,758,959
"BCL7A",783,1108,440,708,748,811,1309,819,94,263,345,554,107,52,9,495
"NBEAP1",2179,2302,1052,2090,2948,3375,2609,1996,2,7,39,46,8,1,5,29
"BCL9",2172,3008,1373,2304,2444,2809,4040,2664,397,1063,1239,874,1060,434,257,1011
"TNFRSF17",5,1,1,0,0,2,4,1,0,1,5,0,2,1,0,4
"HCN2",68,114,72,130,135,155,164,137,11,10,29,24,7,7,8,32
"OPN1SW",11,8,3,5,4,7,11,4,2,8,27,23,12,5,15,32
"BCR",1419,2365,1055,1646,1894,2131,2016,1396,412,993,1837,1131,965,347,489,1192
"BCS1L",1328,1624,653,964,885,1181,824,589,284,736,632,483,448,207,87,415
"BCYRN1",65,180,44,103,35,35,26,17,388,1093,1658,1081,292,178,86,505
"BDH1",3733,4353,1850,2779,2391,2863,2722,1655,123,351,355,238,131,42,38,167
"BDKRB1",1,12,9,10,4,5,3,2,41,109,142,36,33,12,75,16
"BDKRB2",34,43,24,43,24,13,65,58,13,54,62,28,19,3,9,17
"BDNF",8,12,7,10,4,7,11,10,40,107,446,104,58,15,120,97
"CFB",139,129,74,118,108,125,114,65,15,40,78,53,38,13,14,64
